,start,end,url,expanded_url,display_url,images,status,title,description,unwound_url,id,author_id,text,created_at,retweet_count,reply_count,like_count,quote_count,reference_type,reference_id,media_key
394,41,64,https://t.co/HblaPxPRbs,https://theathletic.com/3961020/2022/12/02/rhian-wilkinson-portland-thorns/,theathletic.com/3961020/2022/1…,"[{'url': 'https://pbs.twimg.com/news_img/1598694266284277761/mbbFajtN?format=jpg&name=orig', 'width': 1024, 'height': 731}, {'url': 'https://pbs.twimg.com/news_img/1598694266284277761/mbbFajtN?format=jpg&name=150x150', 'width': 150, 'height': 150}]",200,Rhian Wilkinson resigns from Portland Thorns amidst player concerns,Wilkinson departs after winning the NWSL Champsionship in her first year as head coach,https://theathletic.com/3961020/2022/12/02/rhian-wilkinson-portland-thorns/,1598695722224082945,326913251,Full story from @itsmeglinehan. #BAONPDX https://t.co/HblaPxPRbs,2022-12-02T15:08:57.000Z,9,2,29,5,replied_to,1598695415125114880,
395,,,,,,,,,,,1598695415125114880,326913251,"Per reporting by Meg Linehan: Rhian Wilkinson exchanged texts w/ Thorns defender Emily Menges where they expressed romantic feelings for each other, but did not act upon them. She was cleared of wrongdoing by the league after an investigation.

Now, she’s resigned. #BAONPDX #NWSL",2022-12-02T15:07:43.000Z,16,4,56,18,replied_to,1598694268192714752,
396,90,113,https://t.co/7vqpkVj1TG,https://twitter.com/ThornsFC/status/1598693637528788993,twitter.com/ThornsFC/statu…,,,,,,1598694268192714752,326913251,Had no idea this news was coming. Working on getting more information now. #BAONPDX #NWSL https://t.co/7vqpkVj1TG,2022-12-02T15:03:10.000Z,8,8,94,0,quoted,1598693637528788993,
397,264,287,https://t.co/GtyxIOMAIh,https://twitter.com/sincy12/status/1598469207272067074,twitter.com/sincy12/status…,,,,,,1598474997949140992,326913251,"Club legend Christine Sinclair joins the Thorns players throwing their support behind owner Merritt Paulson as he puts the club up for sale.

“I cannot thank you enough for everything you have done for women’s soccer. … You will be missed greatly.” #BAONPDX #NWSL https://t.co/GtyxIOMAIh",2022-12-02T00:31:52.000Z,1,4,15,2,quoted,1598469207272067074,
398,,,,,,,,,,,1598405408389206017,326913251,@NikStreng 😤😤😤,2022-12-01T19:55:20.000Z,0,0,3,0,replied_to,1598405255817211905,
399,180,203,https://t.co/FaWq9Tn1kc,https://twitter.com/RyanTClarke/status/1598404750503878656/photo/1,pic.twitter.com/FaWq9Tn1kc,,,,,,1598404750503878656,326913251,"NEW: Ned Grabavoy, Gio Savarese and Diego Chara provided me with a joint statement on behalf of the Timbers in support of Merritt Paulson maintaining ownership of the club. #RCTID https://t.co/FaWq9Tn1kc",2022-12-01T19:52:44.000Z,3,23,16,62,replied_to,1598361420688596992,3_1598404746741628928
400,,,,,,,,,,,1598403938403102720,326913251,"RT @billoram: Huge news: The Portland Thorns are officially for sale. 

Merritt Paulson sat down with @RyanTClarke to discuss the move and…",2022-12-01T19:49:30.000Z,3,0,0,0,retweeted,1598361932381421568,
401,208,231,https://t.co/h4uT8RH2dn,https://www.oregonlive.com/portland-thorns/2022/12/merritt-paulson-to-sell-portland-thorns-maintain-ownership-of-portland-timbers.html,oregonlive.com/portland-thorn…,"[{'url': 'https://pbs.twimg.com/news_img/1598361421342916608/Xttc32x6?format=jpg&name=orig', 'width': 1280, 'height': 854}, {'url': 'https://pbs.twimg.com/news_img/1598361421342916608/Xttc32x6?format=jpg&name=150x150', 'width': 150, 'height': 150}]",200,"Merritt Paulson to sell Portland Thorns, maintain ownership of Portland Timbers",Paulson will give up one side of his club to new ownership in the wake of various off-field controversies.,https://www.oregonlive.com/portland-thorns/2022/12/merritt-paulson-to-sell-portland-thorns-maintain-ownership-of-portland-timbers.html,1598361420688596992,326913251,"BREAKING: Merritt Paulson is officially selling the Portland Thorns.

I sat down with Paulson on Wednesday to discuss his decision and more, including the U.S. Soccer investigation’s findings. #BAONPDX #NWSL https://t.co/h4uT8RH2dn",2022-12-01T17:00:33.000Z,39,17,120,15,,,
402,,,,,,,,,,,1597830535078109186,326913251,"The problem with a guy like Norm Powell wasn’t that he didn’t fit. It’s that Neil Olshey thought he was a third star.

He’d be great off the bench for this Blazers team. Love Justise’s playmaking and defense, but man…",2022-11-30T05:51:00.000Z,0,0,4,0,replied_to,1597828677722857472,
403,,,,,,,,,,,1597828677722857472,326913251,"Not sure where the bench scoring is gonna come for Portland with this roster. Feels like they need one more guy who can get his own shot.

And no, 19-year-old Shaedon Sharpe (who is going to be great) isn’t the immediate answer.",2022-11-30T05:43:37.000Z,0,2,8,0,,,
404,,,,,,,,,,,1597814464942051333,326913251,Anfernee Simons has become a force.,2022-11-30T04:47:09.000Z,1,0,13,0,,,
405,,,,,,,,,,,1597698655297077248,326913251,"@scuttlefield Perhaps a warm bath, then.",2022-11-29T21:06:57.000Z,0,0,1,0,replied_to,1597698165507264513,
406,,,,,,,,,,,1597697890046345216,326913251,Everybody unclench.,2022-11-29T21:03:55.000Z,6,2,60,0,,,
407,,,,,,,,,,,1599901120004231168,399091671,@TheDFlawless Yessir. Just here to have a good time and love my favorite game 🙌,2022-12-05T22:58:46.000Z,0,0,0,0,replied_to,1599899568182738945,
408,149,172,https://t.co/9NXosYdyh7,https://www.oregonlive.com/highschoolsports/2022/12/with-a-new-coach-and-two-player-of-the-year-award-winners-west-linn-boys-basketball-is-the-early-favorite-in-class-6a.html,oregonlive.com/highschoolspor…,"[{'url': 'https://pbs.twimg.com/news_img/1599873499463815168/WlD0M-Mn?format=jpg&name=orig', 'width': 1280, 'height': 854}, {'url': 'https://pbs.twimg.com/news_img/1599873499463815168/WlD0M-Mn?format=jpg&name=150x150', 'width': 150, 'height': 150}]",200,"With a new coach and two player of the year award winners, West Linn boys basketball is the early favorite in Class 6A","The Lions are loaded in star talent this season, but getting used to each other will be a different story",https://www.oregonlive.com/highschoolsports/2022/12/with-a-new-coach-and-two-player-of-the-year-award-winners-west-linn-boys-basketball-is-the-early-favorite-in-class-6a.html,1599873496120954881,399091671,"With a new coach and two player of the year award winners, West Linn boys basketball is the early favorite in Class 6A. From @shane_hoffmann #opreps https://t.co/9NXosYdyh7",2022-12-05T21:09:00.000Z,1,0,4,0,,,
409,,,,,,,,,,,1599846844422819840,399091671,"@CdAGregLee Average Daily Membership. It’s enrollment, but not exactly enrollment.",2022-12-05T19:23:06.000Z,0,0,0,0,replied_to,1599846056812253184,
410,175,198,https://t.co/Lh2MeOSiRd,https://twitter.com/NikStreng/status/1599811684860055552/photo/1,pic.twitter.com/Lh2MeOSiRd,,,,,,1599811684860055552,399091671,"there's a number of schools whose adjusted ADM exceeds their current classification, this list includes Summit (who won the 5A football and girls XC titles this fall) #opreps https://t.co/Lh2MeOSiRd",2022-12-05T17:03:23.000Z,1,0,4,1,replied_to,1599811148177895424,3_1599811289140068352
411,,,,,,,,,,,1599811148177895424,399091671,Looks like girls wrestling has enough participation to warrant districts. This isn't surprising and is a great step forward for girls wrestling in the state #opreps,2022-12-05T17:01:15.000Z,0,1,2,0,replied_to,1599810899732496384,
412,135,158,https://t.co/TQp4rVDyuS,https://www.osaa.org/docs/board/20221212agenda.pdf,osaa.org/docs/board/202…,,200,,,https://www.osaa.org/docs/board/20221212agenda.pdf,1599810899732496384,399091671,"The OSAA's executive board is meeting on 12/12. Not a packed schedule, but there's a couple of interesting items on the agenda #opreps https://t.co/TQp4rVDyuS",2022-12-05T17:00:16.000Z,0,1,0,0,,,
413,,,,,,,,,,,1599613038877081600,399091671,@destinytrack I’d say that’s fair. I personally prefer story content because Destiny 2 has been guilty of giving us awesome gameplay with subpar story more than it has the other way around imo,2022-12-05T03:54:02.000Z,0,0,11,0,replied_to,1599612395164356608,
414,,,,,,,,,,,1599612109587087360,399091671,@destinytrack It was fine. Had really great emotional moments with Crow and Saladin. Story wasn’t as strong as Season of the Haunted.,2022-12-05T03:50:20.000Z,0,2,90,0,replied_to,1599611497172197378,
415,63,86,https://t.co/2vHZ6kv2Fm,https://twitter.com/joshualisec/status/1598687244486746112,twitter.com/joshualisec/st…,,,,,,1599565378900094976,399091671,Boys are absolutely horrified at the thought of a strong woman https://t.co/2vHZ6kv2Fm,2022-12-05T00:44:39.000Z,0,0,0,0,quoted,1598687244486746112,
416,,,,,,,,,,,1599559983318061057,399091671,"Chiefs defense is wholly incapable of getting the big stop, and hasn’t for years",2022-12-05T00:23:13.000Z,0,0,0,0,,,
417,,,,,,,,,,,1599506912927961088,399091671,"RT @oregonfootball: Holiday Bowl bound!

Oregon will take on North Carolina at Petco Park in San Diego on Dec. 28 at 5 PM PT. 

#GoDucks x…",2022-12-04T20:52:20.000Z,394,0,0,0,retweeted,1599506862676021248,
418,45,68,https://t.co/KypOmSAskm,https://twitter.com/NikStreng/status/1599478637048516609/photo/1,pic.twitter.com/KypOmSAskm,,,,,,1599478637048516609,399091671,"If anyone needs some starters, let me know 😂 https://t.co/KypOmSAskm",2022-12-04T18:59:58.000Z,0,0,0,0,replied_to,1599478498670047233,3_1599478633697247232
419,30,53,https://t.co/MESizAI5CK,https://twitter.com/NikStreng/status/1599478498670047233/photo/1,pic.twitter.com/MESizAI5CK,,,,,,1599478498670047233,399091671,Lol surprise trading is funny https://t.co/MESizAI5CK,2022-12-04T18:59:25.000Z,0,1,0,0,,,3_1599478495742398464
420,90,113,https://t.co/WCtU0fY0IU,https://808ne.ws/3gXj1Vj,808ne.ws/3gXj1Vj,"[{'url': 'https://pbs.twimg.com/news_img/1599114678982086667/bocjKII7?format=jpg&name=orig', 'width': 760, 'height': 507}, {'url': 'https://pbs.twimg.com/news_img/1599114678982086667/bocjKII7?format=jpg&name=150x150', 'width': 150, 'height': 150}]",200,LIVE BLOG: Mauna Loa lava flow crawls toward highway,Editor’s Note: Bookmark this page! This story is developing and will be updated as soon as more information becomes available.,https://www.staradvertiser.com/2022/12/03/breaking-news/live-blog-mauna-loa-lava-flow-crawls-toward-highway/,1599169290149986304,399091671,"RT @StarAdvertiser: Mauna Loa’s historic eruption enters its sixth day today.

Read more: https://t.co/WCtU0fY0IU 
View more photos: https:…",2022-12-03T22:30:44.000Z,7,0,0,0,retweeted,1599169157467095046,
421,,,,,,,,,,,1598872645982121986,399091671,@MeghanCherry25 I use it so rarely that I’ve never bothered to check. Any time I post screen shots I send them to a burner Twitter account that’s only for screenshots and post them here with my phone 😂,2022-12-03T02:51:59.000Z,0,1,0,0,replied_to,1598872383632576514,
422,,,,,,,,,,,1598872146667008001,399091671,@MeghanCherry25 The Dualsense is an amazing controller. But the on screen keyboard and how the controller interacts with it is actually garbage.,2022-12-03T02:50:00.000Z,0,1,0,0,replied_to,1598871675734724608,
423,,,,,,,,,,,1598835040913600512,399091671,@ajw_sports @PILathletics I've been excited for this girls basketball season since the second last season's tournament finished. This is such a crazy way to kick it off!,2022-12-03T00:22:33.000Z,0,1,7,0,replied_to,1598829498493173760,
424,92,115,https://t.co/YNyM0rvOFb,https://twitter.com/NikStreng/status/1598791376032141312/photo/1,pic.twitter.com/YNyM0rvOFb,,,,,,1598791376032141312,399091671,They’re gonna have to rename the front page to RC1 because my boy @RyanTClarke lives here 🙌 https://t.co/YNyM0rvOFb,2022-12-02T21:29:02.000Z,0,1,9,0,,,3_1598791367454777344
425,,,,,,,,,,,1598771089072869376,399091671,The new Pokémon is crazy. Does anyone do all the gyms and Star bases in the “right” order or is everyone else level 60+ and just stomping the last gyms like you’re Goldberg jackhammering jobbers in 1997?,2022-12-02T20:08:26.000Z,0,0,2,0,,,
426,,,,,,,,,,,1598725779776745473,399091671,"RT @RyanTClarke: Here is our initial story from today’s bombshell news that Rhian Wilkinson is resigning as Thorns coach.

I’m on vacation…",2022-12-02T17:08:23.000Z,7,0,0,0,retweeted,1598718195556573184,
427,13,36,https://t.co/EPT1y6aH8z,https://twitter.com/rhirhi8/status/1598694089003655168/photo/1,pic.twitter.com/EPT1y6aH8z,,,,,,1598705702113271815,399091671,RT @rhirhi8: https://t.co/EPT1y6aH8z,2022-12-02T15:48:36.000Z,112,0,0,0,retweeted,1598694089003655168,3_1598694086491381760
428,,,,,,,,,,,1598493051558989826,399091671,@_AngieSun @jazz_davidson6 @anniekoenig2 @elizabuerk @KennedieShuler @OPoulivaati @RhyanMogel You love to see the kids pay it forward 🙌,2022-12-02T01:43:36.000Z,0,1,5,0,replied_to,1598429996502380544,
429,174,197,https://t.co/AxCqnQmms3,https://twitter.com/nbcsports/status/1598445532023869460,twitter.com/nbcsports/stat…,,,,,,1598446895940407296,399091671,Miracle on Ice probably on top (or else @LindsayRossmill would skin me). But you have to add Chaminade men’s basketball upsetting No. 1 Virginia in 1982 to the conversation. https://t.co/AxCqnQmms3,2022-12-01T22:40:12.000Z,0,0,3,0,quoted,1598445532023869460,
430,34,57,https://t.co/IfhxeCJG1w,https://twitter.com/NWS/status/1598297611856842752,twitter.com/NWS/status/159…,,,,,,1598440402885173249,399091671,But when does Finbulwinter start? https://t.co/IfhxeCJG1w,2022-12-01T22:14:24.000Z,0,0,0,0,quoted,1598297611856842752,
431,,,,,,,,,,,1598437631192633345,399091671,"@uhmaayyze @Bungie The only way to play Destiny, for me, has been to trust the process and ignore the negative community.",2022-12-01T22:03:23.000Z,0,1,3,0,replied_to,1598400122001711104,
432,101,124,https://t.co/dhl7aAzJHt,https://www.oregonlive.com/trackandfield/2022/12/eugenes-hayward-field-to-host-2023-usa-track-field-outdoor-championships.html?utm_campaign=oregoniansports_sf&utm_medium=social&utm_source=twitter,oregonlive.com/trackandfield/…,,200,Eugene’s Hayward Field to host 2023 USA Track & Field Outdoor Championships,The national championship meet is scheduled for July 6-9.,https://www.oregonlive.com/trackandfield/2022/12/eugenes-hayward-field-to-host-2023-usa-track-field-outdoor-championships.html?utm_campaign=oregoniansports_sf&utm_medium=social&utm_source=twitter,1598435731479089153,399091671,RT @OregonianSports: Eugene’s Hayward Field to host 2023 USA Track &amp; Field Outdoor Championships https://t.co/dhl7aAzJHt,2022-12-01T21:55:50.000Z,1,0,0,0,retweeted,1598435532190765061,
433,,,,,,,,,,,1598433867475845120,399091671,"Jesuit's girls soccer team went 19-0 and won the 6A state title in 2022. @TheSaderNation had 5 players named to the Metro League first team, with only one (Eva Grunkemeier) graduating this spring. This team will still be scary next fall #opreps",2022-12-01T21:48:26.000Z,1,0,3,0,,,
434,125,148,https://t.co/lRrBzdExph,https://twitter.com/Oregonian/status/1598365318790975500,twitter.com/Oregonian/stat…,,,,,,1598407220076883970,399091671,"From an outsider's perspective, Merritt Paulson selling just the Thorns feels more slimy than if he had simply done nothing. https://t.co/lRrBzdExph",2022-12-01T20:02:32.000Z,0,0,0,0,quoted,1598365318790975500,
435,50,73,https://t.co/1nf5tqbiMP,https://twitter.com/RyanTClarke/status/1598361420688596992,twitter.com/RyanTClarke/st…,,,,,,1598405255817211905,399091671,That's Ryan MF Clarke doing Ryan MF Clarke things https://t.co/1nf5tqbiMP,2022-12-01T19:54:44.000Z,0,1,5,0,quoted,1598361420688596992,
436,,,,,,,,,,,1598402591729520640,399091671,@taybalkom @DaveBallSports Exactly. The middle seed games will essentially be bowl games because it'll be fun matchups for who gets to lose to UGA next week haha,2022-12-01T19:44:09.000Z,0,0,0,0,replied_to,1598396286276812800,
437,,,,,,,,,,,1598395528576110595,399091671,"@DaveBallSports And I’m not poopooing anyone who likes college football. I like college football. I just feel this means some teams that want to make the CFP, will, and will be demolished in the process.",2022-12-01T19:16:05.000Z,0,1,0,0,replied_to,1598395011129040896,
438,,,,,,,,,,,1598395011129040896,399091671,@DaveBallSports I get enjoying the games. And that’s fine. But there’s next to zero parity in college football. Almost every season is 1-2 teams that are clearly head and shoulders better than the rest.,2022-12-01T19:14:02.000Z,0,2,1,0,replied_to,1598394333765730306,
439,140,163,https://t.co/YJARR6CE39,https://twitter.com/CFBPlayoff/status/1598347965143420931,twitter.com/CFBPlayoff/sta…,,,,,,1598387747886346241,399091671,"Just like the Oregon 6A playoffs, this will lead to many first-round blowouts. College football’s 1-3 are always levels ahead of the field. https://t.co/YJARR6CE39",2022-12-01T18:45:10.000Z,0,3,3,0,quoted,1598347965143420931,
440,,,,,,,,,,,1598385320307068928,399091671,@Spidercides I’ve fully stopped going to Destiny YouTube because of this,2022-12-01T18:35:31.000Z,0,1,0,0,replied_to,1598384490312785921,
441,,,,,,,,,,,1598188763716677634,399091671,@SnappyGatorz @PaulTassi Did the exact same thing this season. It’s sad how the game is more fun when you remove yourself from the whiny community.,2022-12-01T05:34:28.000Z,0,1,2,0,replied_to,1598155835691372544,
442,,,,,,,,,,,1598177475087196160,399091671,@Sarojh3 @PaulTassi Numbers don’t lie 🤷‍♂️,2022-12-01T04:49:37.000Z,0,1,1,0,replied_to,1598171177855635456,
443,,,,,,,,,,,1598158160107536384,399091671,"@demonjoeTV @PaulTassi You’re right. I’m just saying that it’s felt extra negative this season, when the game is not the worst it’s ever been. And when negative videos do better than a guide or build video, it starts to feel suspicious.",2022-12-01T03:32:52.000Z,0,7,0,0,replied_to,1598157378473852928,
444,,,,,,,,,,,1598156917444337664,399091671,"@demonjoeTV @PaulTassi But it’s important for CCs to understand that there is a certain level of responsibility with what you do, as people tend to dogpile on their favorite CC’s opinions. This includes sharing misinformation (something several are guilty of) and spreading negativity",2022-12-01T03:27:56.000Z,0,1,1,0,replied_to,1598151746135941120,
445,,,,,,,,,,,1598150835988746240,399091671,@PaulTassi And how much of that “community sentiment” was brought on by content creators very openly being extra negative over the past month to farm views?,2022-12-01T03:03:46.000Z,1,23,51,2,replied_to,1598149216106577920,
446,193,216,https://t.co/fyEBpMWOEE,https://twitter.com/DavidsonWBB/status/1598067008582844417,twitter.com/DavidsonWBB/st…,,,,,,1598075298528268289,399091671,"On Clackamas’ stacked roster, it’s easy to lose track of players. @elizabuerk is a fire starter. I saw her set the tempo for the Cavs’ offense multiple times last year. She’s very good #opreps https://t.co/fyEBpMWOEE",2022-11-30T22:03:36.000Z,0,0,4,0,quoted,1598067008582844417,
447,117,140,https://t.co/JzUt6HUkDO,https://twitter.com/Kotaku/status/1597742267657240578,twitter.com/Kotaku/status/…,,,,,,1597842467122196480,399091671,"This is so stupid. It’s like saying the PS5 is better than the Xbox One. Like, yes we know. It came out years later? https://t.co/JzUt6HUkDO",2022-11-30T06:38:25.000Z,1,0,2,0,quoted,1597742267657240578,
448,,,,,,,,,,,1597768359567060992,399091671,"RT @zackeisen21: The Broncos have done the impossible.

They are so bad that they got Patrick Mahomes and the Chiefs flexed out of primetim…",2022-11-30T01:43:56.000Z,159,0,0,0,retweeted,1597768117715111936,
449,,,,,,,,,,,1597705203926839301,399091671,@eo_sports Or you ask if Larry had someone’s number and he’d throw the phone book at me 😂,2022-11-29T21:32:59.000Z,0,0,1,0,replied_to,1597702896346607616,
450,,,,,,,,,,,1597705084015869952,399091671,@taybalkom For the majority of schools you can find the coach emails on their individual site and it doesn’t take too long. But Beaverton SD doesn’t have any listed. They have the thing where you post your email to the coach through the site and it’s annoying as hell.,2022-11-29T21:32:30.000Z,0,1,1,0,replied_to,1597703940053028865,
451,,,,,,,,,,,1597675661250158593,399091671,@lanejensenpdx I do. But the point is: shouldn't have to.,2022-11-29T19:35:35.000Z,0,1,1,0,replied_to,1597675307770982400,
452,184,207,https://t.co/beKIUtgNGG,https://twitter.com/NikStreng/status/1597675011145629696/photo/1,pic.twitter.com/beKIUtgNGG,,,,,,1597675011145629696,399091671,"In IDAHO (!!!) I can go to the IDHSAA's website and it has a list of every coach's email at every school in the state.
There is actually nothing stopping the OSAA from doing this too. https://t.co/beKIUtgNGG",2022-11-29T19:33:00.000Z,0,2,1,0,replied_to,1597673971344117760,3_1597674731117084676
453,,,,,,,,,,,1597673971344117760,399091671,"Like, I can find the superintendent's email easier than I can find a girls basketball coach's email. What stupid episode of the twilight zone is this?",2022-11-29T19:28:52.000Z,0,2,2,0,replied_to,1597673805979471873,
454,,,,,,,,,,,1597673805979471873,399091671,"Honestly, all of Beaverton School District having a hard lock down of any publicly available coaches contact information is ridiculous.",2022-11-29T19:28:13.000Z,0,2,5,0,,,
455,,,,,,,,,,,1597671629668388864,399091671,@AaronJFentress Lol apparently “A bowl win would be nice” is a hot take?,2022-11-29T19:19:34.000Z,0,1,2,0,replied_to,1597671293893365760,
456,234,257,https://t.co/Baw8ifPvDG,https://twitter.com/oregonian/status/1599958053008252928,twitter.com/oregonian/stat…,,,,,,1599963318042898432,1212792467377909760,My wonderful friend and now ace co-worker @noellecrombie and brilliant photojournalist @bethnakamura have been working on this project for months. I can’t say enough about how good+devastating+hopeful +heart-hurting it is. Buckle up. https://t.co/Baw8ifPvDG,2022-12-06T03:05:55.000Z,0,0,6,0,quoted,1599958053008252928,
457,205,228,https://t.co/WNk0SZEQoe,https://www.oregonlive.com/education/2022/12/rsv-and-flu-are-on-the-rise-but-masks-arent-coming-back-to-portland-area-schools-for-now.html,oregonlive.com/education/2022…,"[{'url': 'https://pbs.twimg.com/news_img/1599929625127297024/hpgWHmdR?format=jpg&name=orig', 'width': 1280, 'height': 853}, {'url': 'https://pbs.twimg.com/news_img/1599929625127297024/hpgWHmdR?format=jpg&name=150x150', 'width': 150, 'height': 150}]",200,"RSV and flu are on the rise, but masks aren’t coming back to Portland-area schools for now","School districts around Portland say they are keeping a close eye on public health guidelines, particularly as flu and RSV season hits its peak, but so far, none have decided to return to mandatory indoor masking for students and staff.",https://www.oregonlive.com/education/2022/12/rsv-and-flu-are-on-the-rise-but-masks-arent-coming-back-to-portland-area-schools-for-now.html,1599933827732090880,1212792467377909760,"Pediatric hospital beds are full b/c of RSV+flu but the big school districts around Portland aren't requiring masks again and say they aren't seeing sky-high absenteeism. NEW from me today for @Oregonian.
https://t.co/WNk0SZEQoe",2022-12-06T01:08:44.000Z,0,4,2,0,,,
458,,,,,,,,,,,1599932886429601792,1212792467377909760,@CoachBalto Drove my son today. He almost always bikes or takes TriMet but I was worried about the black ice.,2022-12-06T01:05:00.000Z,0,1,2,0,replied_to,1599776705979510785,
459,,,,,,,,,,,1599932563854086144,1212792467377909760,"@lizzzyacker Tri-Met to Sandy, then Mount Hood Express bus to Government Camp. then sledding + snowshoeing in the foothills behind town, and then hot chocolate on the main drag.",2022-12-06T01:03:43.000Z,0,0,1,0,replied_to,1599829922473988097,
460,,,,,,,,,,,1599930715210412032,1212792467377909760,"@JulieIsLoud Because the pie is now all gone, right? Because, yum.",2022-12-06T00:56:22.000Z,0,0,0,0,replied_to,1599910730597564417,
461,25,48,https://t.co/48sOBQJDJK,https://www.oregonlive.com/education/2022/12/portlands-jefferson-high-will-preserve-historic-1909-building-in-upcoming-modernization.html,oregonlive.com/education/2022…,"[{'url': 'https://pbs.twimg.com/news_img/1598785590551580673/cIZc2ZgS?format=jpg&name=orig', 'width': 1280, 'height': 720}, {'url': 'https://pbs.twimg.com/news_img/1598785590551580673/cIZc2ZgS?format=jpg&name=150x150', 'width': 150, 'height': 150}]",200,Portland’s Jefferson High will preserve historic 1909 building in upcoming modernization,"The final proposal for extensive renovations at Jefferson High School, slated to begin in 2024, is coming into focus – but how much money it will cost is still a big question mark.",https://www.oregonlive.com/education/2022/12/portlands-jefferson-high-will-preserve-historic-1909-building-in-upcoming-modernization.html,1599930486117502976,1212792467377909760,"ICYMI, here's the story: https://t.co/48sOBQJDJK",2022-12-06T00:55:27.000Z,0,1,0,0,replied_to,1599930483886161920,
462,274,297,https://t.co/bQ5RdxkKZM,https://twitter.com/jrlsilverman/status/1599930483886161920/photo/1,pic.twitter.com/bQ5RdxkKZM,,,,,,1599930483886161920,1212792467377909760,"One thing I quite like a/b working at @Oregonian so far: the reader feedback that comes with a larger platform. Last week, I wrote about the renovation plans for Jefferson HS coming into focus, and a reader sent me a nice note and a picture of the school in its glory days: https://t.co/bQ5RdxkKZM",2022-12-06T00:55:27.000Z,0,1,31,0,,,3_1599930211419967488
463,,,,,,,,,,,1598795544931237888,1212792467377909760,"If your district is messaging on masks in the coming weeks, please let me know! DMs are open or jsilverman@oregonian.com",2022-12-02T21:45:36.000Z,0,2,1,0,replied_to,1598795542402072576,
464,169,192,https://t.co/Bz9RiNpgWN,https://www.kgw.com/article/news/health/multnomah-county-wear-face-masks-indoors/283-3e65085f-be23-4f70-87d4-1462224315c0,kgw.com/article/news/h…,"[{'url': 'https://pbs.twimg.com/news_img/1598775272970588163/OcT-JQf3?format=jpg&name=orig', 'width': 1140, 'height': 641}, {'url': 'https://pbs.twimg.com/news_img/1598775272970588163/OcT-JQf3?format=jpg&name=150x150', 'width': 150, 'height': 150}]",200,Multnomah County health officer urges people to wear face masks indoors through end of year,"It's not a mandate, but Multnomah County Health Officer Dr. Jennifer Vines is making the recommendation to help hospitals overwhelmed with RSV, flu and COVID cases.",https://www.kgw.com/article/news/health/multnomah-county-wear-face-masks-indoors/283-3e65085f-be23-4f70-87d4-1462224315c0,1598795542402072576,1212792467377909760,"With 2 weeks until the winter break+the predicted peak of flu/RSV season, PDX-area schools have to be keeping a wary eye on county health dept advice on indoor masking: https://t.co/Bz9RiNpgWN",2022-12-02T21:45:36.000Z,0,11,1,1,,,
465,,,,,,,,,,,1598776741560188930,1212792467377909760,@NataliePateGwin @Salem_Statesman @Gannett Awful. This is terribly short-sighted. I’m so sorry.,2022-12-02T20:30:53.000Z,0,0,3,0,replied_to,1598773577960259584,
466,58,81,https://t.co/VwDXEdM8tE,https://twitter.com/SavannahEadens/status/1598469553373450240,twitter.com/SavannahEadens…,,,,,,1598488544963874816,1212792467377909760,This whole story is a trip! Nice work by @SavannahEadens. https://t.co/VwDXEdM8tE,2022-12-02T01:25:42.000Z,0,0,4,0,quoted,1598469553373450240,
467,,,,,,,,,,,1598417183717347329,1212792467377909760,@DamonMotzStorey I remember reading about her in Sassy Magazine circa 1991 or so. Dating myself!,2022-12-01T20:42:08.000Z,0,0,4,0,replied_to,1598214288702742528,
468,242,265,https://t.co/1hnwJHnx31,https://www.oregonlive.com/realestate/2022/12/rare-portland-art-deco-house-by-architect-roscoe-hemenway-for-sale-at-849900.html,oregonlive.com/realestate/202…,"[{'url': 'https://pbs.twimg.com/news_img/1599775865864339456/HVUdcmlC?format=jpg&name=orig', 'width': 1280, 'height': 911}, {'url': 'https://pbs.twimg.com/news_img/1599775865864339456/HVUdcmlC?format=jpg&name=150x150', 'width': 150, 'height': 150}]",200,"Rare Portland Art Deco house by architect Roscoe Hemenway for sale at $849,900","In 1937, a modern Art Deco house with exterior walls of smooth stucco, curves like an ocean liner and decorative glass rose in Eastmoreland.",https://www.oregonlive.com/realestate/2022/12/rare-portland-art-deco-house-by-architect-roscoe-hemenway-for-sale-at-849900.html,1599783229246308352,39618700,#ArtDeco was embraced as a fresh architectural style in the Roaring '20s + towering trophies @EmpireStateBldg + Chrysler Building cemented the glamorous modern look. A rare Art Deco house by architect Roscoe #Hemenway popped up in #Portland. https://t.co/1hnwJHnx31,2022-12-05T15:10:19.000Z,0,0,0,0,,,
